City Name,Trip UUID,Local Amount,Currency Code,Classification,Category,Local Timestamp
Lodz,92418cf7-2bf6-411d-ab37-306867640693,-0.99,PLN,transport.fare.adjustment,driver_payment_fares,11/6/2025 8:59
Lodz,92418cf7-2bf6-411d-ab37-306867640693,-0.37,PLN,transport.fare.ufp_adj,driver_payment_fares,11/6/2025 8:59
Lodz,92418cf7-2bf6-411d-ab37-306867640693,-2.03,PLN,intermediary.commission.tax.vat,tax,11/6/2025 8:59
Lodz,92418cf7-2bf6-411d-ab37-306867640693,6.31,PLN,transport.fare.time,driver_payment_fares,11/6/2025 8:59
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,-1.44,PLN,intermediary.commission.tax.vat,tax,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,1.48,PLN,transport.tax.vat,tax,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,-5.11,PLN,intermediary.commission,commission,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,0.37,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,0.87,PLN,transport.fare.adjustment,driver_payment_fares,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,3.49,PLN,transport.fare.time,driver_payment_fares,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,-1.52,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,-0.34,PLN,transport.fare.ufp_adj,driver_payment_fares,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,6.31,PLN,transport.fare.distance,driver_payment_fares,11/6/2025 8:29
Lodz,f62e1a35-9986-5e90-97f5-5e49df33ca1b,8.13,PLN,transport.fare.base,driver_payment_fares,11/6/2025 8:29
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,17.66,PLN,transport.fare.distance,driver_payment_fares,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,-0.19,PLN,intermediary.fare.ufp_service_adj,commission,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,0.07,PLN,transport.fare.adjustment,driver_payment_fares,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,5.4,PLN,transport.fare.time,driver_payment_fares,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,0.18,PLN,transport.fare.ufp_adj,driver_payment_fares,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,-2.69,PLN,intermediary.commission.tax.vat,tax,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,-3.03,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,-8.49,PLN,intermediary.commission,commission,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,8.14,PLN,transport.fare.base,driver_payment_fares,11/4/2025 18:51
Lodz,0a4ce6b8-e956-43bd-8315-142ee0b39ca7,2.52,PLN,transport.tax.vat,tax,11/4/2025 18:51
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,-1.48,PLN,intermediary.commission.tax.vat,tax,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,-0.13,PLN,intermediary.fare.ufp_service_adj,commission,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,5.35,PLN,transport.fare.distance,driver_payment_fares,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,-5.93,PLN,intermediary.commission,commission,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,1.78,PLN,transport.tax.vat,tax,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,0.75,PLN,transport.fare.adjustment,driver_payment_fares,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,-0.38,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,6.77,PLN,transport.fare.base,driver_payment_fares,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,2.89,PLN,transport.fare.time,driver_payment_fares,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,0.12,PLN,transport.fare.ufp_adj,driver_payment_fares,11/4/2025 9:04
Lodz,da1d75b2-c18e-44e6-83d1-8a087454a1e6,6.31,PLN,transport.fare.surge,driver_payment_fares,11/4/2025 9:04
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,0.02,PLN,intermediary.fare.charges.wait_time_incentive_adj,existing_driver_incentive,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,11.83,PLN,transport.fare.distance,driver_payment_fares,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,-30.91,PLN,transport.fare.cash.collected,cash_collected,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,-0.33,PLN,transport.fare.ufp_adj,driver_payment_fares,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,1.52,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,-0.02,PLN,transport.fare.charges.wait_time_adj,driver_payment_fares,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,-9.82,PLN,intermediary.commission,commission,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,2.86,PLN,transport.tax.vat,tax,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,1.24,PLN,transport.fare.adjustment,driver_payment_fares,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,-1.82,PLN,intermediary.commission.tax.vat,tax,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,2.97,PLN,transport.fare.surge,driver_payment_fares,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,0.36,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,8.14,PLN,transport.fare.base,driver_payment_fares,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,3.46,PLN,transport.fare.charges.wait_time,driver_payment_charges,11/4/2025 8:21
Lodz,e6ab84c5-5aee-4253-8b06-da9654844501,8.49,PLN,transport.fare.time,driver_payment_fares,11/4/2025 8:21
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,-0.2,PLN,transport.fare.rounding_uber,rider_fares,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,-7.79,PLN,intermediary.commission,commission,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,-2.43,PLN,intermediary.commission.tax.vat,tax,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,8.88,PLN,transport.fare.distance,driver_payment_fares,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,11.49,PLN,transport.fare.time,driver_payment_fares,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,0.19,PLN,transport.fare.rounding_uber,rider_fares,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,-2.76,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,8.14,PLN,transport.fare.base,driver_payment_fares,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,2.3,PLN,transport.tax.vat,tax,11/3/2025 17:27
Lodz,0b81b066-94f6-408d-a825-1fa1a12ea27b,-21.0,PLN,transport.fare.cash.collected,cash_collected,11/3/2025 17:27
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,6.03,PLN,transport.fare.time,driver_payment_fares,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,0.34,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,-1.22,PLN,transport.fare.adjustment,driver_payment_fares,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,2.51,PLN,transport.tax.vat,tax,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,-2.61,PLN,intermediary.commission.tax.vat,tax,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,-8.62,PLN,intermediary.commission,commission,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,-0.31,PLN,transport.fare.ufp_adj,driver_payment_fares,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,-3.08,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,8.14,PLN,transport.fare.base,driver_payment_fares,11/3/2025 16:49
Lodz,ba9e5154-ef1d-476b-b920-49d552da1f21,18.76,PLN,transport.fare.distance,driver_payment_fares,11/3/2025 16:49
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,1.77,PLN,transport.tax.vat,tax,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,0.12,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,8.14,PLN,transport.fare.base,driver_payment_fares,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,-6.05,PLN,intermediary.commission,commission,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,-0.11,PLN,transport.fare.ufp_adj,driver_payment_fares,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,0.17,PLN,transport.fare.adjustment,driver_payment_fares,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,10.22,PLN,transport.fare.distance,driver_payment_fares,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,-2.16,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,3.75,PLN,transport.fare.time,driver_payment_fares,11/3/2025 16:41
Lodz,277b07f6-1bb4-48ef-b5b1-e44658b4671e,-1.86,PLN,intermediary.commission.tax.vat,tax,11/3/2025 16:41
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,-2.58,PLN,intermediary.commission.tax.vat,tax,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,1.79,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,3.7,PLN,transport.tax.vat,tax,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,1.02,PLN,transport.fare.adjustment,driver_payment_fares,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,9.48,PLN,transport.fare.time,driver_payment_fares,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,8.14,PLN,transport.fare.base,driver_payment_fares,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,-0.54,PLN,intermediary.fare.ufp_service_adj,commission,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,0.5,PLN,transport.fare.ufp_adj,driver_payment_fares,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,19.52,PLN,transport.fare.distance,driver_payment_fares,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,-12.45,PLN,intermediary.commission,commission,11/3/2025 16:01
Lodz,87ca3ec0-46c4-4626-8cae-0b216fd45b88,7.63,PLN,transport.fare.surge,driver_payment_fares,11/3/2025 16:01
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,1.27,PLN,transport.fare.time,driver_payment_fares,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,0.07,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,-2.99,PLN,intermediary.commission,commission,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,6.77,PLN,transport.fare.base,driver_payment_fares,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,0.88,PLN,transport.tax.vat,tax,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,-0.01,PLN,intermediary.fare.minimum_service_adj,commission_adjustment,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,2.43,PLN,transport.fare.distance,driver_payment_fares,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,0.05,PLN,transport.fare.adjustment,driver_payment_fares,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,0.58,PLN,transport.fare.minimum,driver_payment_fares,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,0.01,PLN,transport.fare.minimum_adj,driver_payment_fares,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,-0.06,PLN,transport.fare.ufp_adj,driver_payment_fares,11/3/2025 12:54
Lodz,f0a8b296-0bba-409a-8940-974298fdd4e1,-0.67,PLN,intermediary.commission.tax.vat,tax,11/3/2025 12:54
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,-5.41,PLN,intermediary.commission,commission,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,-0.44,PLN,transport.fare.ufp_adj,driver_payment_fares,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,-1.14,PLN,intermediary.commission.tax.vat,tax,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,-14.88,PLN,transport.fare.cash.collected,cash_collected,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,-0.01,PLN,transport.fare.charges.wait_time_adj,driver_payment_fares,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,0.47,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,1.57,PLN,transport.tax.vat,tax,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,0.32,PLN,transport.fare.charges.wait_time,driver_payment_charges,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,4.1,PLN,transport.fare.time,driver_payment_fares,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,6.78,PLN,transport.fare.base,driver_payment_fares,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,8.81,PLN,transport.fare.distance,driver_payment_fares,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,0.01,PLN,intermediary.fare.charges.wait_time_incentive_adj,existing_driver_incentive,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,-0.03,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,10/31/2025 9:31
Lodz,9e4db3a5-9542-4da3-9f9e-638d86baee17,0.13,PLN,transport.fare.adjustment,driver_payment_fares,10/31/2025 9:31
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,14.67,PLN,transport.fare.distance,driver_payment_fares,10/31/2025 9:04
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,-8.33,PLN,intermediary.commission,commission,10/31/2025 9:04
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,2.48,PLN,transport.tax.vat,tax,10/31/2025 9:04
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,0.41,PLN,transport.fare.adjustment,driver_payment_fares,10/31/2025 9:04
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,2.79,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,10/31/2025 9:04
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,-1.27,PLN,intermediary.commission.tax.vat,tax,10/31/2025 9:04
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,4.69,PLN,transport.fare.charges.x_plus_surcharge,driver_payment_fares,10/31/2025 9:04
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,6.78,PLN,transport.fare.base,driver_payment_fares,10/31/2025 9:04
Lodz,c9a90901-6b46-4edf-b3b8-48ec60a34f74,4.47,PLN,transport.fare.time,driver_payment_fares,10/31/2025 9:04
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,13.24,PLN,transport.fare.distance,driver_payment_fares,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,0.5,PLN,transport.fare.adjustment,driver_payment_fares,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,8.14,PLN,transport.fare.base,driver_payment_fares,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,-2.5,PLN,intermediary.commission.tax.vat,tax,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,0.07,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,-0.06,PLN,transport.fare.ufp_adj,driver_payment_fares,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,-8.05,PLN,intermediary.commission,commission,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,7.76,PLN,transport.fare.time,driver_payment_fares,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,2.37,PLN,transport.tax.vat,tax,10/27/2025 17:15
Lodz,11338b03-e5a7-4e4e-ac2b-96ec11ca6a87,-2.88,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,10/27/2025 17:15
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,-0.49,PLN,transport.fare.ufp_adj,driver_payment_fares,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,6.22,PLN,transport.fare.distance,driver_payment_fares,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,0.53,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,8.14,PLN,transport.fare.base,driver_payment_fares,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,-0.64,PLN,transport.fare.adjustment,driver_payment_fares,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,7.26,PLN,transport.fare.surge,driver_payment_fares,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,-6.89,PLN,intermediary.commission,commission,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,-1.76,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,-1.87,PLN,intermediary.commission.tax.vat,tax,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,1.99,PLN,transport.tax.vat,tax,10/27/2025 17:03
Lodz,4423bcdb-c6ab-50be-807e-1e598c5cf099,4.42,PLN,transport.fare.time,driver_payment_fares,10/27/2025 17:03
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,-0.37,PLN,intermediary.fare.ufp_service_adj,commission,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,-9.2,PLN,intermediary.commission,commission,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,3.07,PLN,transport.fare.surge,driver_payment_fares,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,15.16,PLN,transport.fare.distance,driver_payment_fares,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,7.24,PLN,transport.fare.time,driver_payment_fares,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,0.24,PLN,transport.fare.adjustment,driver_payment_fares,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,-2.98,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,0.34,PLN,transport.fare.ufp_adj,driver_payment_fares,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,20.0,PLN,transport.misc.tip,tip,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,2.74,PLN,transport.tax.vat,tax,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,8.14,PLN,transport.fare.base,driver_payment_fares,10/27/2025 16:26
Lodz,453349a5-f9c7-4cc0-b9b6-779c636a1e0b,-2.89,PLN,intermediary.commission.tax.vat,tax,10/27/2025 16:26
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,-2.55,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,12.11,PLN,transport.fare.distance,driver_payment_fares,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,-0.42,PLN,transport.fare.ufp_adj,driver_payment_fares,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,9.03,PLN,transport.fare.time,driver_payment_fares,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,8.14,PLN,transport.fare.base,driver_payment_fares,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,-12.15,PLN,intermediary.commission,commission,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,3.55,PLN,transport.tax.vat,tax,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,-2.93,PLN,transport.fare.adjustment,driver_payment_fares,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,-3.28,PLN,intermediary.commission.tax.vat,tax,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,0.45,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,10/27/2025 16:06
Lodz,0cbc2339-57f4-42eb-84f8-7178cf2b66ee,18.45,PLN,transport.fare.surge,driver_payment_fares,10/27/2025 16:06
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,-10.9,PLN,intermediary.commission,commission,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,23.4,PLN,transport.fare.distance,driver_payment_fares,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,-2.98,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,-27.94,PLN,transport.fare.cash.collected,cash_collected,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,0.98,PLN,transport.fare.adjustment,driver_payment_fares,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,-0.43,PLN,transport.fare.ufp_adj,driver_payment_fares,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,3.18,PLN,transport.tax.vat,tax,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,7.67,PLN,transport.fare.time,driver_payment_fares,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,8.14,PLN,transport.fare.base,driver_payment_fares,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,-3.09,PLN,intermediary.commission.tax.vat,tax,10/25/2025 6:34
Lodz,9a0a495a-e88d-42d3-b1f7-af29250d6633,0.46,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,10/25/2025 6:34
Lodz,e9d05d9f-b36d-43d1-a00c-6bcef1bbf01b,8.06,PLN,transport.fare.cancellation_fee,driver_payment_fares,10/25/2025 6:02
Lodz,e9d05d9f-b36d-43d1-a00c-6bcef1bbf01b,-0.5,PLN,intermediary.commission.tax.vat,tax,10/25/2025 6:02
Lodz,e9d05d9f-b36d-43d1-a00c-6bcef1bbf01b,0.64,PLN,transport.tax.vat,tax,10/25/2025 6:02
Lodz,e9d05d9f-b36d-43d1-a00c-6bcef1bbf01b,-2.18,PLN,intermediary.commission,commission,10/25/2025 6:02
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,-10.52,PLN,intermediary.commission,commission,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,-0.46,PLN,transport.fare.adjustment,driver_payment_fares,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,8.14,PLN,transport.fare.base,driver_payment_fares,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,15.59,PLN,transport.fare.distance,driver_payment_fares,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,6.45,PLN,transport.fare.surge,driver_payment_fares,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,0.14,PLN,transport.fare.ufp_adj,driver_payment_fares,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,6.64,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,-0.93,PLN,intermediary.commission.tax.vat,tax,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,-0.15,PLN,intermediary.fare.ufp_service_adj,commission,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,3.11,PLN,transport.tax.vat,tax,10/24/2025 17:49
Lodz,4ee330c5-f04c-4edc-b4c4-bf20d9e06056,9.0,PLN,transport.fare.time,driver_payment_fares,10/24/2025 17:49
